63713a0f409a74b3738f6723,0,2022-11-13T18:40:15.217Z,63713941409a74b3738f66a7,false,false,63712d97199677a045f6f300,2022-11-13T18:40:15.217Z,,,,,
63713c00409a74b3738f6998,0,2022-11-13T18:48:32.654Z,6371304a199677a045f6f414,false,false,63712d97199677a045f6f300,2022-11-13T18:48:32.654Z,,,,,
637e983735a398dd7e24703e,0,2022-11-23T22:01:27.464Z,6367bda108aa19094b696a31,false,false,63712d97199677a045f6f300,2022-11-23T22:01:27.464Z,,,,,
637e989035a398dd7e24705c,0,2022-11-23T22:02:56.975Z,6367c0174f40cf0fd1089a5b,false,false,63712d97199677a045f6f300,2022-11-23T22:02:56.975Z,,,,,
637e9e6b35a398dd7e2470f0,0,2022-11-23T22:27:55.045Z,6367c0d64f40cf0fd1089a60,false,false,63712d97199677a045f6f300,2022-11-23T22:27:55.045Z,,,,,
63831e8e317156618a316283,1,2022-11-27T08:23:42.646Z,637138eb409a74b3738f6682,true,false,638234356c4e015657abd90b,2022-12-19T11:02:35.240Z,3,false,[],,
63832065317156618a31630d,0,2022-11-27T08:31:33.530Z,6382f9bf317156618a3161fe,false,false,638234356c4e015657abd90b,2022-11-27T08:31:33.530Z,,,,,
6387302abee90181d1acc4a1,0,2022-11-30T10:27:54.617Z,,false,true,638234356c4e015657abd90b,2022-12-19T10:55:47.341Z,3,false,"[{""$oid"": ""638234356c4e015657abd90b""}, {""$oid"": ""63712d97199677a045f6f300""}, {""$oid"": ""637138eb409a74b3738f6682""}]",false,Paris Bikers
63873d5ac18798894afad822,0,2022-11-30T11:24:10.280Z,,false,false,638234356c4e015657abd90b,2022-12-19T10:17:48.801Z,,,"[{""$oid"": ""638234356c4e015657abd90b""}, {""$oid"": ""63712d97199677a045f6f300""}, {""$oid"": ""6371304a199677a045f6f414""}]",,Bike League
63873e89c18798894afad843,0,2022-11-30T11:29:13.530Z,,false,false,638234356c4e015657abd90b,2022-11-30T13:11:44.319Z,,,"[{""$oid"": ""638234356c4e015657abd90b""}, {""$oid"": ""63712d97199677a045f6f300""}]",,BikeGiggs
6387405bc18798894afad878,0,2022-11-30T11:36:59.148Z,,false,false,638234356c4e015657abd90b,2022-11-30T13:13:24.425Z,,,"[{""$oid"": ""638234356c4e015657abd90b""}, {""$oid"": ""63712d97199677a045f6f300""}]",,LionRace
638740c1c18798894afad89d,0,2022-11-30T11:38:41.525Z,,false,false,638234356c4e015657abd90b,2022-11-30T11:38:41.525Z,,,"[{""$oid"": ""638234356c4e015657abd90b""}]",,BikeKings
6387413ec18798894afad8a5,0,2022-11-30T11:40:46.583Z,,false,false,638234356c4e015657abd90b,2022-11-30T11:40:46.583Z,,,"[{""$oid"": ""638234356c4e015657abd90b""}]",,Blackout
6387426ac18798894afad8ad,0,2022-11-30T11:45:46.621Z,,false,false,638234356c4e015657abd90b,2022-11-30T11:45:46.621Z,,,"[{""$oid"": ""638234356c4e015657abd90b""}]",,QuaterBlack
638742a4c18798894afad8b7,0,2022-11-30T11:46:44.084Z,,false,false,638234356c4e015657abd90b,2022-11-30T11:46:44.084Z,,,"[{""$oid"": ""638234356c4e015657abd90b""}]",,OneForAll
638742dec18798894afad8bf,0,2022-11-30T11:47:42.521Z,,false,false,638234356c4e015657abd90b,2022-11-30T11:47:42.521Z,,,"[{""$oid"": ""638234356c4e015657abd90b""}]",,Race3
63874310c18798894afad8cb,0,2022-11-30T11:48:32.812Z,,false,false,638234356c4e015657abd90b,2022-11-30T11:48:32.812Z,,,"[{""$oid"": ""638234356c4e015657abd90b""}]",,AmongKings
6399a99b428343844dad8241,0,2022-12-14T10:46:51.118Z,,false,false,637138eb409a74b3738f6682,2022-12-14T10:46:51.118Z,,false,[],,
6399abd51a8c2b88e1364829,0,2022-12-14T10:56:21.455Z,637138eb409a74b3738f6682,false,false,637138eb409a74b3738f6682,2022-12-14T10:56:21.455Z,,true,[],,
6399ebed394005b3336e05ea,0,2022-12-14T15:29:49.360Z,638234356c4e015657abd90b,false,false,638234356c4e015657abd90b,2022-12-14T15:29:49.360Z,,true,[],,
63a02fb0d2bb335d148245db,0,2022-12-19T09:32:32.653Z,,false,false,637138eb409a74b3738f6682,2022-12-19T09:32:32.653Z,4,false,"[{""$oid"": ""637138eb409a74b3738f6682""}]",,Lyon Bikers
63a03961051de561060b0d04,0,2022-12-19T10:13:53.237Z,6371304a199677a045f6f414,false,false,6371304a199677a045f6f414,2022-12-19T10:13:53.237Z,3,true,[],,
63a045ff22e905694fed47f0,0,2022-12-19T11:07:43.538Z,6367bda108aa19094b696a31,false,true,637138eb409a74b3738f6682,2022-12-19T11:09:14.270Z,3,false,[],,
63a0a98ecb3a1924105e40e9,0,2022-12-19T18:12:30.643Z,63712d97199677a045f6f300,false,false,63712d97199677a045f6f300,2022-12-19T18:12:30.643Z,3,true,[],,
63d687d0ce1ab2e35a054f17,0,2023-01-29T14:50:56.944Z,63d687d0ce1ab2e35a054f10,false,false,63d687d0ce1ab2e35a054f10,2023-01-29T14:50:56.944Z,3,true,[],,
63d9733f545ebc1b6883c36c,0,2023-01-31T19:59:59.966Z,63d9733f545ebc1b6883c35a,false,false,63d9733f545ebc1b6883c35a,2023-01-31T19:59:59.966Z,3,true,[],,
