63713a1d409a74b3738f673f,0,2022-11-13T18:40:29.002Z,hey christina,false,false,63713a0f409a74b3738f6723,63712d97199677a045f6f300,2022-11-13T18:40:29.002Z
63713a4b409a74b3738f6793,0,2022-11-13T18:41:15.319Z,hey the max,false,false,63713a0f409a74b3738f6723,63713941409a74b3738f66a7,2022-11-13T18:41:15.319Z
63713a62409a74b3738f67d4,0,2022-11-13T18:41:38.592Z,how are you doing bro,false,false,63713a0f409a74b3738f6723,63712d97199677a045f6f300,2022-11-17T15:24:57.125Z
63713a6b409a74b3738f67de,0,2022-11-13T18:41:47.072Z,fine fine and you,false,false,63713a0f409a74b3738f6723,63713941409a74b3738f66a7,2022-11-13T18:41:47.072Z
63713a75409a74b3738f67e8,0,2022-11-13T18:41:57.532Z,fine thanks,false,false,63713a0f409a74b3738f6723,63712d97199677a045f6f300,2022-11-13T18:41:57.532Z
63713a81409a74b3738f67f2,0,2022-11-13T18:42:09.703Z,what new on your side??,false,false,63713a0f409a74b3738f6723,63712d97199677a045f6f300,2022-11-13T18:42:09.703Z
63713a9f409a74b3738f67fc,0,2022-11-13T18:42:39.456Z,nothing i guess,false,false,63713a0f409a74b3738f6723,63713941409a74b3738f66a7,2022-11-13T18:42:39.456Z
63713c0a409a74b3738f69b5,0,2022-11-13T18:48:42.138Z,hey jack,false,false,63713c00409a74b3738f6998,63712d97199677a045f6f300,2022-11-13T18:48:42.138Z
63713c2a409a74b3738f69f7,0,2022-11-13T18:49:14.548Z,yeah hey men,false,false,63713c00409a74b3738f6998,6371304a199677a045f6f414,2022-11-13T18:49:14.548Z
63832a2e317156618a3165bd,0,2022-11-27T09:13:18.921Z,hey idris,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T09:13:18.921Z
63832b7c317156618a3165ee,0,2022-11-27T09:18:52.821Z,how are you,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T09:18:52.821Z
63832c12317156618a3165fd,0,2022-11-27T09:21:22.138Z,wish you family is fine,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T09:21:22.138Z
63833411317156618a316c70,0,2022-11-27T09:55:29.772Z,ok,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T09:55:29.772Z
638334ac317156618a316c75,0,2022-11-27T09:58:04.464Z,fine then,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T09:58:04.464Z
63833515317156618a316c9a,0,2022-11-27T09:59:49.330Z,what new,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T09:59:49.330Z
638335b3317156618a316cba,0,2022-11-27T10:02:27.349Z,hey,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:02:27.349Z
638335e6317156618a316ce1,0,2022-11-27T10:03:18.961Z,you see,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:03:18.961Z
63833612317156618a316d01,0,2022-11-27T10:04:02.917Z,let try again,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:04:02.917Z
63833640317156618a316d45,0,2022-11-27T10:04:48.120Z,again,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:04:48.120Z
638336cf317156618a316d6c,0,2022-11-27T10:07:11.699Z,let try,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:07:11.699Z
63833714317156618a316d71,0,2022-11-27T10:08:20.336Z,good,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:08:20.336Z
6383379d317156618a316d76,0,2022-11-27T10:10:37.034Z,hey,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:10:37.034Z
638338b8317156618a316e71,0,2022-11-27T10:15:20.872Z,new,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:15:20.872Z
638338c0317156618a316e76,0,2022-11-27T10:15:28.059Z,let see,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:15:28.059Z
63833901317156618a316e7b,0,2022-11-27T10:16:33.740Z,again,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:16:33.740Z
63833946317156618a316e80,0,2022-11-27T10:17:42.643Z,hey,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:17:42.643Z
6383396c317156618a316e85,0,2022-11-27T10:18:20.961Z,you,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:18:20.961Z
63833979317156618a316eaa,0,2022-11-27T10:18:33.632Z,look,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:18:33.632Z
638339d2317156618a316eaf,0,2022-11-27T10:20:02.323Z,like this,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:20:02.323Z
63833a1e317156618a316ec5,0,2022-11-27T10:21:18.630Z,ok,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:21:18.630Z
63833c2b317156618a3170a7,0,2022-11-27T10:30:03.003Z,ok nice,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:30:03.003Z
63833e27317156618a31713a,0,2022-11-27T10:38:31.717Z,ok thanks,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T10:38:31.717Z
63833e6c317156618a317172,0,2022-11-27T10:39:40.145Z,hey,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T10:39:40.145Z
638342c1317156618a31729d,0,2022-11-27T10:58:09.682Z,yoo,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T10:58:09.682Z
638342d3317156618a3172a7,0,2022-11-27T10:58:27.215Z,ok,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T10:58:27.215Z
63834369317156618a31735b,0,2022-11-27T11:00:57.718Z,hey,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T11:00:57.718Z
6383436f317156618a317365,0,2022-11-27T11:01:03.569Z,you,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:01:03.569Z
63834540317156618a31740a,0,2022-11-27T11:08:48.611Z,hey bro,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T11:08:48.611Z
63834549317156618a31740f,0,2022-11-27T11:08:57.921Z,yoo,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:08:57.921Z
638345b1317156618a317432,0,2022-11-27T11:10:41.314Z,hey man,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T11:10:41.314Z
638345bd317156618a317437,0,2022-11-27T11:10:53.788Z,again,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:10:53.788Z
638345d8317156618a317466,0,2022-11-27T11:11:20.505Z,look,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:11:20.505Z
638345e3317156618a317493,0,2022-11-27T11:11:31.866Z,try this,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T11:11:31.866Z
6383475b317156618a3174dc,0,2022-11-27T11:17:47.013Z,let see,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T11:17:47.013Z
63834761317156618a3174e1,0,2022-11-27T11:17:53.904Z,yes,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:17:53.904Z
63834858317156618a3174e6,0,2022-11-27T11:22:00.828Z,hey,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:22:00.828Z
638348c9317156618a3174eb,0,2022-11-27T11:23:53.088Z,bro,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T11:23:53.088Z
638348da317156618a317518,0,2022-11-27T11:24:10.516Z,yeah,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T11:24:10.516Z
638348e5317156618a317547,0,2022-11-27T11:24:21.904Z,man,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:24:21.904Z
638349cd317156618a31754c,0,2022-11-27T11:28:13.560Z,let see,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:28:13.560Z
63834af5317156618a317595,0,2022-11-27T11:33:09.892Z,just,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:33:09.892Z
63834b15317156618a3175a4,0,2022-11-27T11:33:41.264Z,see,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T11:33:41.264Z
63834bd7317156618a3175db,0,2022-11-27T11:36:55.648Z,ok,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:36:55.648Z
63834be5317156618a3175e0,0,2022-11-27T11:37:09.851Z,let see,false,false,63831e8e317156618a316283,637138eb409a74b3738f6682,2022-11-27T11:37:09.851Z
63834bfe317156618a3175e5,0,2022-11-27T11:37:34.384Z,hum,false,false,63831e8e317156618a316283,638234356c4e015657abd90b,2022-11-27T11:37:34.384Z
